pl_name,ra,dec,sy_dist
K2-213 b,13.1403998,3.5077702,389.702
K2-214 b,14.8759777,4.2277722,300.64
K2-215 b,18.4700795,6.1238647,403.964
K2-216 b,11.4802354,6.3470302,115.461
K2-217 b,11.2983678,6.4815879,381.878
K2-218 b,12.809613,6.8464327,394.083
K2-219 b,12.8452963,8.8675474,325.4
K2-219 c,12.8452963,8.8675474,325.4
K2-219 d,12.8452963,8.8675474,325.4
K2-22 b,169.4827046,2.6190363,243.836
K2-220 b,12.7700071,9.5167694,233.514
K2-221 b,16.6550286,10.1897385,318.81
K2-222 b,16.4625203,11.7537171,101.321
K2-223 b,185.306183,-10.2820915,198.604
K2-223 c,185.306183,-10.2820915,198.604
K2-224 b,189.7041426,-10.0605942,275.255
K2-224 c,189.7041426,-10.0605942,275.255
K2-225 b,186.5410958,-9.6248232,357.778
K2-226 b,183.6456643,-9.5626286,211.265
K2-227 b,190.9484237,-8.4784159,187.234
K2-228 b,187.2947047,-6.8342028,129.46
K2-229 b,186.8729195,-6.7218474,102.564
K2-229 c,186.8729195,-6.7218474,102.564
K2-230 b,191.363117,-6.576051,540.773
K2-231 b,289.0918242,-15.7712178,321.215
K2-232 b,73.7667927,18.654323,130.72
K2-233 b,230.4799011,-20.2317975,67.5062
K2-233 c,230.4799011,-20.2317975,67.5062
K2-233 d,230.4799011,-20.2317975,67.5062
K2-237 b,253.7688479,-28.7105836,314.995
K2-238 b,347.7043164,-7.8575592,537.963
K2-239 b,160.5941265,4.4413751,31.0849
K2-239 c,160.5941265,4.4413751,31.0849
K2-239 d,160.5941265,4.4413751,31.0849
K2-24 b,242.5734559,-24.9906029,170.562
K2-24 c,242.5734559,-24.9906029,170.562
K2-240 b,227.849371,-17.8754464,72.9105
K2-240 c,227.849371,-17.8754464,72.9105
K2-241 b,181.2386829,-6.8052985,149.464
K2-242 b,179.8358421,-6.5178542,109.237
K2-243 b,181.1211419,-4.8991358,266.864
K2-243 c,181.1211419,-4.8991358,266.864
K2-244 b,183.4686492,-3.8318097,212.902
K2-245 b,185.181563,-1.5909138,456.064
K2-246 b,181.6296115,-1.1606,703.616
K2-247 b,188.8935189,-10.0692793,258.113
K2-247 c,188.8935189,-10.0692793,258.113
K2-248 b,182.8173343,-9.4141696,406.254
K2-249 b,183.3667344,-8.9952309,521.716
K2-25 b,63.2739346,15.2477027,44.9565
K2-250 b,185.0315429,-8.9757427,414.708
K2-251 b,190.6892403,-8.5359826,147.03
K2-252 b,182.3663818,-8.3096141,228.839
K2-253 b,186.0853062,-6.3789537,876.565
K2-254 b,185.5507926,-4.7172908,227.775
K2-254 c,185.5507926,-4.7172908,227.775
K2-255 b,189.9128532,-3.3705631,191.608
K2-257 b,188.278284,-1.9532879,64.0065
K2-258 b,187.6314027,-1.1609171,661.873
K2-259 b,186.8026947,1.5668631,416.457
K2-26 b,94.2064312,24.5958335,99.0504
K2-260 b,76.8673317,16.8676948,663.834
K2-261 b,163.0323119,0.493167,213.283
K2-263 b,129.6821253,15.6806039,162.481
K2-264 b,131.3583524,19.698401,185.605
K2-264 c,131.3583524,19.698401,185.605
K2-265 b,342.0316493,-14.4947789,138.671
K2-266 b,157.9356855,0.9372782,77.5586
K2-266 c,157.9356855,0.9372782,77.5586
K2-266 d,157.9356855,0.9372782,77.5586
K2-266 e,157.9356855,0.9372782,77.5586
K2-268 b,133.7094899,11.8482712,327.783
K2-268 c,133.7094899,11.8482712,327.783
K2-268 d,133.7094899,11.8482712,327.783
K2-268 e,133.7094899,11.8482712,327.783
K2-268 f,133.7094899,11.8482712,327.783
K2-269 b,130.1551381,13.0146799,360.76
K2-27 b,171.5151874,1.2306237,249.645
K2-270 b,131.2665588,13.5497322,280.518
K2-270 c,131.2665588,13.5497322,280.518
K2-271 b,125.2239144,16.0907958,564.454
K2-272 b,132.6211743,17.5423852,423.065
K2-273 b,129.7768928,19.0100046,308.105
K2-274 b,129.2823699,20.3992512,228.327
K2-275 b,132.1698795,20.4550162,123.438
K2-275 c,132.1698795,20.4550162,123.438
K2-276 b,125.9528309,22.6339399,488.152
K2-277 b,202.0161895,-15.9379749,113.123
K2-278 b,203.3018653,-14.5041057,786.439
K2-279 b,204.7792935,-6.0417592,182.983
K2-28 b,335.6233145,-7.9563525,62.9969
K2-280 b,291.5953596,-22.2477071,391.537
K2-281 b,16.2274724,7.2692169,458.139
K2-282 b,13.4321524,7.9952914,496.289
K2-283 b,13.1943679,9.6929181,402.915
K2-284 b,79.1407971,20.2549034,107.272
K2-285 b,349.3843458,1.3001522,154.961
K2-285 c,349.3843458,1.3001522,154.961
K2-285 d,349.3843458,1.3001522,154.961
K2-285 e,349.3843458,1.3001522,154.961
K2-286 b,233.3698192,-16.7737113,76.1486
K2-287 b,233.0743401,-22.3583447,158.335
K2-288 B b,55.4442857,18.2684913,65.6138
K2-289 b,246.6429443,-15.7925384,274.3
K2-29 b,62.670422,24.4016558,178.475
K2-290 b,234.8578846,-20.1988975,272.909
K2-290 c,234.8578846,-20.1988975,272.909
K2-291 b,76.44594,21.548199,90.0562
K2-292 b,205.3758786,-9.9460704,114.293
K2-293 b,351.6064952,-6.0279068,392.251
K2-294 b,352.0516724,-7.6037856,373.078
K2-295 b,19.6101417,6.8167277,232.801
K2-3 b,172.3353708,-1.4551364,44.0727
K2-3 c,172.3353708,-1.4551364,44.0727
K2-3 d,172.3353708,-1.4551364,44.0727
K2-30 b,52.3420548,22.2993491,333.042
K2-308 b,78.3391194,16.4141986,1314.53
K2-31 b,245.4405531,-23.548273,110.527
K2-312 c,140.3390845,14.3678691,109.86
K2-315 b,228.0210932,-20.1081634,56.9686
K2-316 b,233.6247336,-23.2594663,112.486
K2-316 c,233.6247336,-23.2594663,112.486
K2-317 b,228.6188638,-21.0227209,176.291
K2-318 b,232.4461375,-17.557463,147.866
K2-319 b,166.8010058,3.0399357,209.071
K2-32 b,252.426008,-19.5430504,157.682
K2-32 c,252.426008,-19.5430504,157.682
K2-32 d,252.426008,-19.5430504,157.682
K2-32 e,252.426008,-19.5430504,157.682
K2-320 b,163.2519122,5.3064776,108.74
K2-321 b,156.4054989,2.5138829,77.6888
K2-322 b,156.6226981,4.7640203,123.415
K2-323 b,159.4209874,6.2858689,118.318
K2-324 b,157.6222171,6.8636732,136.667
K2-325 b,353.9169507,-7.6867213,111.638
K2-326 b,351.612262,1.3375909,282.308
K2-329 b,351.1353785,-5.1641451,233.237
K2-33 b,242.5613635,-19.3193831,139.268
K2-330 b,126.8968265,11.6674131,160.125
K2-331 b,132.7376431,13.170269,211.43
K2-331 c,132.7376431,13.170269,211.43
K2-332 b,135.8832666,14.2504994,123.202
K2-333 b,136.7892752,15.2056765,343.99
K2-334 b,136.4894259,16.3255146,371.823
K2-335 b,129.3896679,16.5220648,557.993
K2-336 b,133.8382032,16.7940663,239.289
K2-337 b,127.761137,16.9004702,421.636
K2-338 b,124.3609294,17.0241557,156.951
K2-339 b,130.082542,18.6929046,360.36
K2-34 b,127.5787231,22.2359194,348.646
K2-340 b,127.9373409,19.0745863,738.136
K2-341 b,130.4971951,19.9166357,421.408
K2-342 b,133.1218996,21.2386816,208.357
K2-343 b,134.2021746,21.5026882,166.169
K2-343 c,134.2021746,21.5026882,166.169
K2-344 b,136.3614923,21.6685886,75.1691
K2-345 b,132.7075876,21.7890367,162.408
K2-346 b,125.9864854,22.663226,105.58
K2-347 b,126.3726821,23.2974061,320.336
K2-348 b,130.8783479,24.4229559,201.856
K2-348 c,130.8783479,24.4229559,201.856
K2-349 b,199.0996546,-14.4447454,453.567
K2-35 b,170.1031027,1.2858679,252.596
K2-35 c,170.1031027,1.2858679,252.596
K2-350 b,204.0355092,-14.0092516,489.368
K2-350 c,204.0355092,-14.0092516,489.368
K2-351 b,206.6522408,-11.8049588,694.734
K2-352 b,140.4451478,18.469628,176.051
K2-352 c,140.4451478,18.469628,176.051
K2-352 d,140.4451478,18.469628,176.051
K2-353 b,201.6168564,-2.2819018,268.515
K2-354 b,129.1299193,10.1472175,91.722
K2-355 b,124.6426189,13.5027816,500.497
K2-356 b,128.3219134,13.6613758,355.54
K2-357 b,131.9386628,16.3289144,517.687
K2-358 b,133.8081054,18.9497263,480.307
K2-36 b,169.4490102,3.8665038,109.749
K2-36 c,169.4490102,3.8665038,109.749
K2-365 b,238.8197061,-21.0269691,187.222
K2-366 b,243.6800912,-19.3468837,185.947
K2-367 b,337.8588454,-13.2644554,176.965
K2-368 b,332.6357627,-11.1661157,206.608
K2-368 c,332.6357627,-11.1661157,206.608
K2-368 d,332.6357627,-11.1661157,206.608
K2-369 b,329.7262534,-10.8750666,185.55
K2-37 b,243.4509662,-24.7870527,179.943
K2-37 c,243.4509662,-24.7870527,179.943
K2-37 d,243.4509662,-24.7870527,179.943
K2-370 b,67.8205302,19.8316901,144.202
K2-371 b,128.0670932,11.6307099,442.813
K2-372 b,130.7988719,13.0094226,463.88
K2-373 b,123.1361518,13.6884986,229.567
K2-374 b,137.3794986,16.3558324,359.439
K2-374 c,137.3794986,16.3558324,359.439
K2-375 b,130.5013137,20.3593003,696.1
K2-376 b,132.7193327,25.0380824,161.61
K2-377 b,202.897887,-12.0951142,195.149
K2-378 b,205.1596569,-11.1172332,687.973
K2-379 b,283.0317641,-27.1807287,182.207
K2-38 b,240.0333095,-23.1894196,192.69
K2-38 c,240.0333095,-23.1894196,192.69
K2-380 b,283.4346389,-26.5387308,249.303
K2-381 b,288.0267612,-21.0075789,145.701
K2-381 c,288.0267612,-21.0075789,145.701
K2-381 d,288.0267612,-21.0075789,145.701
K2-382 b,287.4125267,-19.6269336,278.412
K2-383 b,282.008765,-18.3795798,203.788
K2-384 b,20.4998403,0.7509701,82.6603
K2-384 c,20.4998403,0.7509701,82.6603
K2-384 d,20.4998403,0.7509701,82.6603
K2-384 e,20.4998403,0.7509701,82.6603
K2-384 f,20.4998403,0.7509701,82.6603
K2-385 b,12.6140752,5.8712567,420.819
K2-386 b,18.2999964,7.0130302,428.785
K2-387 b,19.4418282,11.3684915,266.318
K2-388 b,352.7139342,-11.0773564,290.495
K2-389 b,355.6304152,-9.7135814,259.208
K2-389 c,355.6304152,-9.7135814,259.208
K2-39 b,338.3682095,-9.0229405,307.47
K2-390 b,355.702386,-9.5887124,456.122
K2-391 b,356.2260152,-7.7015151,507.94
K2-392 b,354.6499065,-7.4788816,406.985
K2-393 b,348.5159113,-0.0821031,265.914
K2-394 b,71.110002,16.5185817,98.0152
K2-395 b,70.4438684,16.6743415,286.727
K2-395 c,70.4438684,16.6743415,286.727
K2-396 b,74.6928607,17.2690562,274.864
K2-396 c,74.6928607,17.2690562,274.864
K2-397 b,79.9516586,21.2591617,199.354
K2-398 b,161.7349738,1.9367044,606.992
K2-398 c,161.7349738,1.9367044,606.992
K2-4 b,174.7455392,-3.9055746,231.828
K2-400 b,154.5110307,3.6969271,62.3804
K2-401 b,154.987604,3.9548275,200.727
K2-402 b,161.451913,6.419318,523.055
K2-403 b,164.1893864,9.6739464,246.599
K2-404 b,160.3249517,12.1911149,121.63
K2-405 b,164.3759959,12.535614,197.234
K2-406 b,230.8872242,-25.3706149,85.3751
K2-407 b,232.5552584,-23.0067371,218.376
K2-407 c,232.5552584,-23.0067371,218.376
K2-408 b,227.9168555,-17.6842698,162.306
K2-409 b,228.4551125,-16.3512966,431.031
K2-411 b,58.003631,19.3909877,298.219
K2-412 b,76.2621295,21.580162,654.085
K2-413 b,353.4175668,-7.6120272,285.162
K2-413 c,353.4175668,-7.6120272,285.162
K2-414 b,351.6361913,-4.6066569,260.036
K2-414 c,351.6361913,-4.6066569,260.036
K2-415 b,137.2015437,11.8622503,21.8182
K2-416 b,349.2211822,-5.2015032,120.311
K2-417 b,350.1417675,-10.0365901,94.0424
K2-419 A b,135.0194934,13.2737056,268.685
K2-42 b,176.6657559,-5.1720463,396.913
K2-43 b,169.117028,-3.9754405,182.536
K2-43 c,169.117028,-3.9754405,182.536
K2-44 b,174.011661,-2.5209338,476.703
K2-45 b,169.6327547,-1.7740582,495.317
K2-46 b,174.2662454,-0.90721,449.237
K2-47 b,168.5825696,2.7805614,349.881
K2-48 b,176.1233077,3.2723812,313.764
K2-49 b,177.3202331,3.4755183,457.125
K2-5 b,169.3034598,-1.8778254,202.943
K2-5 c,169.3034598,-1.8778254,202.943
K2-50 b,169.483654,5.988289,257.443
K2-52 b,246.6114157,-24.9699462,1038.41
K2-53 b,244.1419684,-20.4005984,138.018
K2-54 b,338.0541631,-17.5440636,174.955
K2-55 b,333.7518786,-17.2508002,159.522
K2-57 b,342.6918241,-14.0700007,264.213
K2-58 b,333.8218395,-14.049857,181.746
K2-58 c,333.8218395,-14.049857,181.746
K2-58 d,333.8218395,-14.049857,181.746
K2-59 b,338.94255,-14.027727,311.313
K2-59 c,338.94255,-14.027727,311.313
K2-6 b,178.1921152,-1.1984418,316.819
K2-60 b,338.6062312,-13.7318044,491.87
K2-61 b,339.6748444,-13.5600447,405.732
K2-62 b,334.3645089,-12.1874776,112.467
K2-62 c,334.3645089,-12.1874776,112.467
K2-63 b,333.4267738,-12.0663429,517.534
K2-63 c,333.4267738,-12.0663429,517.534
K2-64 b,332.4138478,-11.4286687,499.891
K2-65 b,333.2125206,-10.9261373,
K2-66 b,331.5266563,-10.7115362,513.877
K2-68 b,334.0195539,-10.5673649,168.652
K2-69 b,335.7596816,-10.4886817,180.697
K2-7 b,167.0937488,-1.065855,738.553
K2-70 b,338.4759328,-10.0849917,232.964
K2-71 b,341.7248656,-9.8816109,153.192
K2-72 b,334.6227504,-9.6120084,66.4321
K2-72 c,334.6227504,-9.6120084,66.4321
K2-72 d,334.6227504,-9.6120084,66.4321
K2-72 e,334.6227504,-9.6120084,66.4321
K2-73 b,335.025662,-9.0560881,269.183
K2-74 b,339.9192984,-8.7145697,377.822
K2-75 b,338.844896,-7.469895,561.93
K2-75 c,338.844896,-7.469895,561.93
K2-77 b,55.228521,12.572448,141.731
K2-79 b,55.2559307,13.5191871,256.011
K2-8 b,169.7935178,-0.2844389,403.513
K2-8 c,169.7935178,-0.2844389,403.513
K2-80 b,59.037486,13.5590288,200.802
K2-80 c,59.037486,13.5590288,200.802
K2-80 d,59.037486,13.5590288,200.802
K2-81 b,57.4854562,14.5020556,252.318
K2-83 b,59.9013782,15.5587994,125.529
K2-83 c,59.9013782,15.5587994,125.529
K2-84 b,55.8093566,16.6344396,284.876
K2-84 c,55.8093566,16.6344396,284.876
K2-85 b,59.464829,18.4649505,97.2179
K2-86 b,51.5531053,18.6355718,258.699
K2-87 b,66.2363638,18.8273617,491.242
K2-88 b,54.7514566,19.1199667,110.561
K2-89 b,57.0671234,20.4594885,86.0386
K2-9 b,176.263724,0.0054085,82.9631
K2-90 b,59.1527391,22.4724517,134.188
K2-90 c,59.1527391,22.4724517,134.188
K2-91 b,63.2182348,24.2047218,62.5785
K2-95 b,129.3625717,18.9766197,179.854
K2-97 b,127.762837,10.8475571,878.43
K2-98 b,126.4882114,11.5110933,518.625
K2-99 b,208.7737624,-5.4424943,519.229
KELT-1 b,0.3620995,39.3837953,268.43
KELT-10 b,284.5483823,-47.0033072,188.404
KELT-11 b,161.7069053,-9.3993646,99.1596
KELT-12 b,267.6404906,36.5701761,368.03
KELT-14 b,108.301409,-42.4097623,250.121
KELT-15 b,117.4149764,-52.1204471,324.683
KELT-16 b,314.2685227,31.6610186,444.586
KELT-17 b,125.617407,13.7353093,226.5
KELT-18 b,216.5238248,59.4442735,321.376
KELT-19 A b,111.5095293,7.6157759,300.276
KELT-2 A b,92.6640226,30.9571333,134.058
KELT-20 b,294.6614126,31.2192001,136.426
KELT-21 b,304.8000322,32.5810446,470.878
KELT-23 A b,232.1466406,66.3587097,126.261
KELT-24 b,161.9090273,71.655727,96.5173
KELT-3 b,148.6431193,40.3879446,210.252
KELT-4 A b,157.06262,25.5731366,218.05
KELT-6 b,195.9818362,30.640145,240.726
KELT-6 c,195.9818362,30.640145,240.726
KELT-7 b,78.2955912,33.3179532,136.681
KELT-8 b,283.3054489,24.1272483,197.572
KELT-9 b,307.8598998,39.9389161,204.455
KIC 10001893 b,287.3892308,46.9844491,1672.94
KIC 10001893 c,287.3892308,46.9844491,1672.94
KIC 10001893 d,287.3892308,46.9844491,1672.94
KIC 10068024 b,288.8470423,47.0228607,721.105
KIC 10525077 b,287.3781164,47.7711541,1461.15
KIC 3526061 b,285.1863974,38.6111112,401.229
KIC 3558849 b,294.9498381,38.6051867,1215.7
KIC 5437945 b,288.4749028,40.6512848,1274.01
KIC 5479689 b,299.3254983,40.6381229,454.95
KIC 7917485 b,299.4346094,43.6326069,1382.89
KIC 8121913 b,298.9677981,43.909378,707.303
KIC 8540376 b,282.3775397,44.694569,1072.3
KIC 8540376 c,282.3775397,44.694569,1072.3
KIC 9663113 b,297.0454037,46.3286653,1594.74
KMT-2016-BLG-0212L b,268.43925,-29.0868889,6300
KMT-2016-BLG-1105L b,266.44725,-26.2663694,5080
KMT-2016-BLG-1107L b,266.41775,-26.0318,6651
KMT-2016-BLG-1397L b,272.664612,-24.8577385,6600
KMT-2016-BLG-1820L b,268.76474,-29.5169201,6260
KMT-2016-BLG-1836L b,268.250333,-30.04075,7100
KMT-2016-BLG-2142L b,268.112,-29.3845615,7010
KMT-2016-BLG-2364L b,265.715667,-27.4355611,6440
KMT-2016-BLG-2397L b,266.212542,-23.2013806,4880
KMT-2016-BLG-2605L b,269.8230833,-26.982,6421
KMT-2017-BLG-0165L b,269.6496667,-28.1336694,4530
KMT-2017-BLG-0428L b,271.38525,-28.4902806,5400
KMT-2017-BLG-0673L b,264.7570417,-33.8080278,5080
KMT-2017-BLG-1003L b,265.4115,-24.3739389,7090
KMT-2017-BLG-1038L b,266.170917,-25.1430306,6000
KMT-2017-BLG-1146L b,269.105833,-33.1424694,6500
KMT-2017-BLG-1194L b,274.322125,-25.3239389,4240
KMT-2017-BLG-2509L b,265.589875,-26.31715,7040
KMT-2018-BLG-0029L b,264.469458,-27.9847,3380
KMT-2018-BLG-0030L b,264.5166667,-28.041625,6480
KMT-2018-BLG-0087L b,264.327,-27.8320611,7020
KMT-2018-BLG-0247L b,264.5600417,-27.1504111,6760
KMT-2018-BLG-0748L b,267.8745,-30.6463889,7300
KMT-2018-BLG-0885L b,268.9663333,-28.5133611,6890
KMT-2018-BLG-1025L b,269.8664167,-27.8780611,6705
KMT-2018-BLG-1292L b,263.427583,-33.5206694,3460
KMT-2018-BLG-1743L b,274.283375,-26.3596389,6483
KMT-2018-BLG-1976L b,266.3546667,-35.7003306,5840
KMT-2018-BLG-1988L b,265.2825417,-35.5947,4150
KMT-2018-BLG-1990L b,268.435375,-22.1525389,967
KMT-2018-BLG-1996L b,268.6785,-22.8204111,5910
KMT-2018-BLG-2602L b,267.3970417,-21.9762,4310
KMT-2019-BLG-0253L b,267.8825833,-29.5654722,4900
KMT-2019-BLG-0297L b,270.0632917,-28.9652806,3090
KMT-2019-BLG-0298L b,264.878,-27.6381389,6710
KMT-2019-BLG-0335L b,262.840125,-29.5906889,7710
KMT-2019-BLG-0371L b,268.3839167,-31.5550222,7010
KMT-2019-BLG-0414L b,268.8529167,-21.8955389,4410
KMT-2019-BLG-0842L b,268.458458,-29.8774389,3320
KMT-2019-BLG-0953L b,269.3385833,-28.6746389,7200
KMT-2019-BLG-1042L b,270.5440417,-27.5806694,6600
KMT-2019-BLG-1216L b,268.480625,-35.1366389,2740
KMT-2019-BLG-1339L b,265.743417,-25.5739167,6120
KMT-2019-BLG-1367L b,272.4713333,-29.7622111,4670
KMT-2019-BLG-1552L b,269.5957917,-27.5669389,4600
KMT-2019-BLG-1715L b,270.3717083,-28.7771389,3860
KMT-2019-BLG-1806L b,270.5375417,-29.4148889,6640
KMT-2019-BLG-1953L b,269.11625,-28.2011111,7040
KMT-2019-BLG-2783L b,269.2919167,-33.7885194,5910
KMT-2019-BLG-2974L b,267.8520833,-29.4231611,6100
KMT-2020-BLG-0414L b,271.915,-28.4852222,800
KMT-2020-BLG-0414L c,271.915,-28.4852222,800
KMT-2021-BLG-0119L b,274.0005417,-29.7438889,3130
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4600
KMT-2021-BLG-0192L b,268.1049583,-30.0086889,5120
KMT-2021-BLG-0240L b,267.5772917,-30.0049694,6600
KMT-2021-BLG-0320L b,269.388125,-30.5039389,6950
KMT-2021-BLG-0322L b,270.9116667,-29.6043889,6600
KMT-2021-BLG-0712L b,269.2856667,-31.1844694,3090
KMT-2021-BLG-0748L b,272.4213333,-25.7465806,6090
KMT-2021-BLG-0909L b,265.6202083,-27.6391389,6480
KMT-2021-BLG-0912L b,269.8211667,-31.9976389,5560
KMT-2021-BLG-1077L b,266.489125,-33.8428111,8240
KMT-2021-BLG-1077L c,266.489125,-33.8428111,8240
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4540
KMT-2021-BLG-1150L b,268.790125,-31.3133306,3800
KMT-2021-BLG-1253L b,267.6172083,-29.2792806,6640
KMT-2021-BLG-1303L b,271.863875,-29.2815806,6280
KMT-2021-BLG-1372L b,264.4885417,-28.1483889,5970
KMT-2021-BLG-1391L b,270.6835833,-28.0605,5720
KMT-2021-BLG-1547L b,272.3995833,-29.0839389,5070
KMT-2021-BLG-1554L b,267.8034167,-31.8643611,7680
KMT-2021-BLG-1689L b,269.5791667,-30.1452778,7200
KMT-2021-BLG-1770L b,270.4399583,-27.4186694,6920
KMT-2021-BLG-1898L b,265.691875,-27.3758389,6900
KMT-2021-BLG-2010L b,268.0085,-32.26975,7090
KMT-2021-BLG-2294L b,270.0624167,-28.6124389,6800
KMT-2021-BLG-2478L b,269.3092083,-29.1019694,2970
KMT-2022-BLG-0371L b,265.3619167,-34.6986694,7140
KMT-2022-BLG-0440L b,269.5835833,-32.2953056,3500
KMT-2022-BLG-1013L b,264.70925,-28.3556694,7710
KMT-2023-BLG-0416L b,266.3240417,-25.0794889,5900
KMT-2023-BLG-0469L b,269.4067917,-28.7150611,7070
KMT-2023-BLG-0735L b,267.5759583,-29.2029194,6390
KMT-2023-BLG-1431L b,271.1835417,-29.7439194,6800
KMT-2023-BLG-1454L b,267.6200833,-29.62275,7220
KMT-2023-BLG-1642L b,261.366,-29.0584694,6980
KOI-12 b,297.4537402,41.0110188,399.398
KOI-1257 b,291.2250888,44.9272918,
KOI-13 b,286.9713876,46.8682463,519.096
KOI-142 b,291.1481028,40.669413,376.863
KOI-142 c,291.1481028,40.669413,376.863
KOI-1599.01,298.3738383,40.6184483,1131.64
KOI-1599.02,298.3738383,40.6184483,1131.64
KOI-1783.01,289.3414629,46.988155,865.73
KOI-1783.02,289.3414629,46.988155,865.73
KOI-1831 d,286.4714473,49.6490933,501.574
KOI-1833 d,285.6025889,50.1120401,290.324
KOI-217 b,294.8654667,46.2858128,914.699
KOI-2513.01,293.6688776,46.3792321,1369.87
KOI-3503 b,293.1507654,41.7291532,887.064
KOI-3503 c,293.1507654,41.7291532,887.064
KOI-351 b,284.4334642,49.3051239,848.254
KOI-351 c,284.4334642,49.3051239,848.254
KOI-351 d,284.4334642,49.3051239,848.254
KOI-351 e,284.4334642,49.3051239,848.254
KOI-351 f,284.4334642,49.3051239,848.254
KOI-351 g,284.4334642,49.3051239,848.254
KOI-351 h,284.4334642,49.3051239,848.254
KOI-3680 b,293.2815266,45.3096572,921.986
KOI-4777.01,287.2621474,42.0322257,172.245
KOI-55 b,296.3561853,41.0927315,1231.02
KOI-55 c,296.3561853,41.0927315,1231.02
KOI-7368 b,293.9476365,48.0652589,264.995
KOI-7913 b,286.7485252,45.1587234,271.277
KOI-94 b,297.3330716,41.8911186,477.052
KOI-94 c,297.3330716,41.8911186,477.052
KOI-94 d,297.3330716,41.8911186,477.052
KOI-94 e,297.3330716,41.8911186,477.052
KOI-984 b,291.0489438,36.8400772,252.667
KOI-984 c,291.0489438,36.8400772,252.667
KPS-1 b,165.167198,64.9638452,262.706
Kapteyn c,77.9586613,-45.0430198,3.93305
Kepler-10 b,285.679298,50.2414842,185.506
Kepler-10 c,285.679298,50.2414842,185.506
Kepler-10 d,285.679298,50.2414842,185.506
Kepler-100 b,291.3861294,41.9901394,304.645
Kepler-100 c,291.3861294,41.9901394,304.645
Kepler-100 d,291.3861294,41.9901394,304.645
Kepler-100 e,291.3861294,41.9901394,304.645
Kepler-1000 b,286.6854729,47.0981948,1115.62
Kepler-1001 b,286.2739151,48.6186972,928.978
Kepler-1001 c,286.2739151,48.6186972,928.978
Kepler-1002 b,293.0794629,43.073677,408.303
Kepler-1003 b,292.0204349,44.8762427,941.902
Kepler-1004 b,297.3593427,49.7975464,1152.68
Kepler-1005 b,286.2858998,43.3205085,567.806
Kepler-1006 b,295.7542063,42.5373065,
Kepler-1007 b,295.9065297,45.8090893,
Kepler-1008 b,296.5476395,44.9418307,282.565
Kepler-1009 b,282.8598614,42.6658336,355.019
Kepler-101 b,283.255507,48.3552474,927.981
Kepler-101 c,283.255507,48.3552474,927.981
Kepler-1010 b,289.1926026,44.1493165,579.273
Kepler-1011 b,297.4015491,46.8239976,736.779
Kepler-1012 b,289.2962253,46.4579889,411.077
Kepler-1013 b,290.2481023,44.4352935,422.246
Kepler-1014 b,285.1219875,44.1105331,624.8
Kepler-1015 b,292.7573088,43.4268439,739.357
Kepler-1016 b,294.613689,45.9846265,1402.82
Kepler-1016 c,294.613689,45.9846265,1402.82
Kepler-1017 b,283.469299,40.1325185,552.058
Kepler-1018 b,283.5967317,45.4078654,1010.01
Kepler-1019 b,283.7175909,47.2043818,194.182
Kepler-102 b,281.4824731,47.2078263,107.796
Kepler-102 c,281.4824731,47.2078263,107.796
Kepler-102 d,281.4824731,47.2078263,107.796
Kepler-102 e,281.4824731,47.2078263,107.796
Kepler-102 f,281.4824731,47.2078263,107.796
Kepler-1020 b,292.672471,46.3772776,415.358
Kepler-1021 b,295.2048999,42.5596699,810.082
Kepler-1022 b,289.3520595,46.9736345,420.042
Kepler-1023 b,289.0297232,49.7697034,694.175
Kepler-1024 b,291.9510277,38.2516419,1087.4
Kepler-1025 b,284.510214,43.9615628,803.776
Kepler-1026 b,283.6053012,39.9979286,351.239
Kepler-1027 b,287.5711746,42.8138159,405.104
Kepler-1028 b,289.5931004,49.7812447,607.916
Kepler-1029 b,292.1328738,41.5474786,366.656
Kepler-103 b,288.9845512,40.0644857,494.832
Kepler-103 c,288.9845512,40.0644857,494.832
Kepler-1030 b,293.6819098,45.8175241,758.702
Kepler-1031 b,296.0898796,48.9554121,682.882
Kepler-1032 b,289.9308779,40.0977109,673.01
Kepler-1033 b,283.8450963,44.6090251,1455.5
Kepler-1034 b,286.1154093,37.9669464,654.549
Kepler-1035 b,289.042243,42.8824991,562.116
Kepler-1036 b,295.1817093,49.9458172,489.435
Kepler-1037 b,296.3410342,47.1709335,446.914
Kepler-1038 b,298.9721472,44.1323499,584.136
Kepler-1038 c,298.9721472,44.1323499,584.136
Kepler-1039 b,298.3266169,45.3154212,306.91
Kepler-104 b,287.6046621,42.1665104,400.785
Kepler-104 c,287.6046621,42.1665104,400.785
Kepler-104 d,287.6046621,42.1665104,400.785
Kepler-1040 b,283.1137663,48.1312774,482.119
Kepler-1041 b,293.8817361,49.6831419,1485.82
Kepler-1042 b,288.6689428,39.8239935,
Kepler-1043 b,281.6629579,47.5685927,903.332
Kepler-1044 b,293.1444017,46.6662155,1278.96
Kepler-1045 b,284.1832668,45.0740897,942.485
Kepler-1046 b,296.7558056,46.9982799,721.534
Kepler-1047 b,288.6462564,50.7889645,817.647
Kepler-1047 c,288.6462564,50.7889645,817.647
Kepler-1048 b,281.8983042,42.1657112,556.006
Kepler-1049 b,287.3469567,47.7729078,162.006
Kepler-105 b,287.8872376,46.2761224,459.223
